Date      ,Symbol,ListingMarket,OpeningCross,ClosingCross,IntradayCross,
01/02/2015,RDEN  ,             ,        1908,        5485,            0,
01/02/2015,RDHL  ,             ,        1815,         315,            0,
01/02/2015,RDI   ,             ,        1145,        7650,            0,
01/02/2015,RDNT  ,             ,        2732,        4815,            0,
01/02/2015,RDUS  ,             ,        9054,       18126,            0,
01/02/2015,RDVY  ,             ,           0,         100,            0,
01/02/2015,RDWR  ,             ,       10870,       10052,            0,
01/02/2015,RECN  ,             ,        6674,        6402,            0,
01/02/2015,REDF  ,             ,        1400,         400,            0,
01/02/2015,REGI  ,             ,        5610,       21300,            0,
01/02/2015,REGN  ,             ,        7124,       67386,            0,
01/02/2015,REIS  ,             ,         306,        1061,            0,
01/02/2015,RELL  ,             ,         300,         592,            0,
01/02/2015,RELV  ,             ,           2,           0,            0,
01/02/2015,REMY  ,             ,        2407,      259666,            0,
01/02/2015,RENT  ,             ,        4803,        3398,            0,
01/02/2015,REPH  ,             ,           0,         320,            0,
01/02/2015,RESN  ,             ,        3520,        2300,            0,
01/02/2015,REXI  ,             ,         390,        2506,            0,
01/02/2015,REXX  ,             ,       23017,       42565,            0,
01/02/2015,RFIL  ,             ,         740,          67,            0,
01/02/2015,RGDO  ,             ,         793,        7201,            0,
01/02/2015,RGDX  ,             ,           0,        3170,            0,
01/02/2015,RGEN  ,             ,        3959,       21920,            0,
01/02/2015,RGLD  ,             ,       11331,       17817,            0,
01/02/2015,RGLS  ,             ,       15127,       44668,            0,
01/02/2015,RGSE  ,             ,         365,         694,            0,
01/02/2015,RHI   ,             ,           0,          60,            0,
01/02/2015,RIBT  ,             ,           0,        1000,            0,
01/02/2015,RICK  ,             ,         880,           0,            0,
01/02/2015,RIGL  ,             ,       20428,       19496,            0,
01/02/2015,RIVR  ,             ,         100,           0,            0,
01/02/2015,RJET  ,             ,       11507,       21278,            0,
01/02/2015,RJI   ,             ,           0,         746,            0,
01/02/2015,RLOC  ,             ,         410,        1301,            0,
01/02/2015,RLOG  ,             ,         100,         100,            0,
01/02/2015,RLYP  ,             ,         681,       28974,            0,
01/02/2015,RMAX  ,             ,           0,          34,            0,
01/02/2015,RMBS  ,             ,        4736,       33617,            0,
01/02/2015,RMCF  ,             ,         320,           0,            0,
01/02/2015,RMTI  ,             ,       14357,       25210,            0,
01/02/2015,RNA   ,             ,          21,        1000,            0,
01/02/2015,RNET  ,             ,         551,        7703,            0,
01/02/2015,RNST  ,             ,         913,        4230,            0,
01/02/2015,RNWK  ,             ,        1686,        5778,            0,
01/02/2015,ROBO  ,             ,        1567,           0,            0,
01/02/2015,ROCK  ,             ,         581,        4249,            0,
01/02/2015,ROIAK ,             ,         539,        4461,            0,
01/02/2015,ROIC  ,             ,        4670,       46635,            0,
01/02/2015,ROKA  ,             ,         315,        1723,            0,
01/02/2015,ROLL  ,             ,         913,        4252,            0,
01/02/2015,ROSE  ,             ,       22187,       24582,            0,
01/02/2015,ROSG  ,             ,          25,         600,            0,
01/02/2015,ROST  ,             ,       12364,       62347,            0,
01/02/2015,ROVI  ,             ,       14347,       20974,            0,
01/02/2015,ROYL  ,             ,         300,         100,            0,
01/02/2015,RP    ,             ,        1307,       11190,            0,
01/02/2015,RPRX  ,             ,        7493,       12093,            0,
01/02/2015,RPTP  ,             ,        4473,       22802,            0,
01/02/2015,RPXC  ,             ,        3563,       13981,            0,
01/02/2015,RQI   ,             ,           2,           0,            0,
01/02/2015,RRC   ,             ,         100,           0,            0,
01/02/2015,RRD   ,             ,       16920,       50466,            0,
01/02/2015,RRGB  ,             ,        4536,       13700,            0,
01/02/2015,RSTI  ,             ,         885,        8581,            0,
01/02/2015,RSYS  ,             ,           0,         620,            0,
01/02/2015,RTIX  ,             ,        1642,       56829,            0,
01/02/2015,RTK   ,             ,        3774,       50800,            0,
01/02/2015,RTRX  ,             ,         964,       21137,            0,
01/02/2015,RUSHA ,             ,         762,       12310,            0,
01/02/2015,RUSHB ,             ,          63,         388,            0,
01/02/2015,RUTH  ,             ,        4144,       15634,            0,
01/02/2015,RVBD  ,             ,        6826,       41292,            0,
01/02/2015,RVLT  ,             ,        1411,       22582,            0,
01/02/2015,RVNC  ,             ,         228,        4772,            0,
01/02/2015,RVSB  ,             ,         139,           0,            0,
01/02/2015,RWLK  ,             ,         300,         362,            0,
01/02/2015,RXDX  ,             ,         500,         200,            0,
01/02/2015,RXII  ,             ,           0,        7900,            0,
01/02/2015,RYAAY ,             ,        5722,       11870,            0,
01/02/2015,RZA   ,             ,         200,           0,            0,
01/02/2015,SAAS  ,             ,        2728,       19165,            0,
01/02/2015,SABR  ,             ,         552,       12653,            0,
01/02/2015,SAEX  ,             ,           0,         100,            0,
01/02/2015,SAFM  ,             ,        3449,        9868,            0,
01/02/2015,SAFT  ,             ,         700,        2139,            0,
01/02/2015,SAGE  ,             ,         269,        9214,            0,
01/02/2015,SAIA  ,             ,        1597,        6084,            0,
01/02/2015,SALE  ,             ,        6590,       32646,            0,
01/02/2015,SALM  ,             ,         565,        1079,            0,
01/02/2015,SAM   ,             ,           2,           0,            0,
01/02/2015,SAMG  ,             ,         350,         800,            0,
01/02/2015,SANM  ,             ,        4252,       18141,            0,
01/02/2015,SANW  ,             ,        3000,         600,            0,
01/02/2015,SAPE  ,             ,       13240,       28779,            0,
01/02/2015,SASR  ,             ,         489,        1939,            0,
01/02/2015,SATS  ,             ,        1974,        7636,            0,
01/02/2015,SAVE  ,             ,       10235,       26814,            0,
01/02/2015,SBAC  ,             ,        5008,       31177,            0,
01/02/2015,SBCF  ,             ,         661,        2415,            0,
01/02/2015,SBGI  ,             ,        4601,       10678,            0,
01/02/2015,SBH   ,             ,         100,           0,            0,
01/02/2015,SBLK  ,             ,        2634,        3778,            0,
01/02/2015,SBNY  ,             ,        1161,       11947,            0,
01/02/2015,SBRA  ,             ,        6734,       17495,            0,
01/02/2015,SBRAP ,             ,         100,           0,            0,
01/02/2015,SBSA  ,             ,         744,           0,            0,
01/02/2015,SBSI  ,             ,        1330,        1619,            0,
01/02/2015,SBUX  ,             ,       90786,      263821,            0,
01/02/2015,SCAI  ,             ,         244,        3546,            0,
01/02/2015,SCHL  ,             ,        1536,        6354,            0,
01/02/2015,SCHN  ,             ,        1573,       20761,            0,
01/02/2015,SCLN  ,             ,        2628,       15648,            0,
01/02/2015,SCMP  ,             ,        3447,       15766,            0,
01/02/2015,SCOK  ,             ,        3100,         513,            0,
01/02/2015,SCON  ,             ,         100,        1000,            0,
01/02/2015,SCOR  ,             ,        1011,        6055,            0,
01/02/2015,SCSC  ,             ,         925,        7357,            0,
01/02/2015,SCSS  ,             ,        2998,       18164,            0,
01/02/2015,SCTY  ,             ,       20802,       65079,            0,
01/02/2015,SCVL  ,             ,         661,        3277,            0,
01/02/2015,SEAC  ,             ,        1080,        2645,            0,
01/02/2015,SEED  ,             ,         300,           0,            0,
01/02/2015,SEIC  ,             ,       11732,       29707,            0,
01/02/2015,SEMI  ,             ,         300,        3803,            0,
01/02/2015,SENEA ,             ,         120,         812,            0,
01/02/2015,SFBS  ,             ,         123,        1881,            0,
01/02/2015,SFLY  ,             ,        1932,       13043,            0,
01/02/2015,SFM   ,             ,        5038,       20689,            0,
01/02/2015,SFNC  ,             ,        1297,        1786,            0,
01/02/2015,SFST  ,             ,         422,           0,            0,
01/02/2015,SFXE  ,             ,        2626,       23063,            0,
01/02/2015,SGBK  ,             ,         385,        1802,            0,
01/02/2015,SGC   ,             ,        1690,        1123,            0,
01/02/2015,SGEN  ,             ,       12600,       34573,            0,
01/02/2015,SGI   ,             ,        2134,       29478,            0,
01/02/2015,SGMA  ,             ,        3200,         100,            0,
01/02/2015,SGMO  ,             ,       19837,       47946,            0,
01/02/2015,SGMS  ,             ,        8250,       18444,            0,
01/02/2015,SGNL  ,             ,          16,           0,            0,
01/02/2015,SGNT  ,             ,        3011,       19551,            0,
01/02/2015,SGOC  ,             ,       32032,        1000,            0,
01/02/2015,SGRP  ,             ,          22,           0,            0,
01/02/2015,SGYP  ,             ,        3583,       35180,            0,
01/02/2015,SHEN  ,             ,         786,        2312,            0,
01/02/2015,SHIP  ,             ,          46,        1000,            0,
01/02/2015,SHLD  ,             ,        2959,       19087,            0,
01/02/2015,SHLM  ,             ,        2058,        5089,            0,
01/02/2015,SHLO  ,             ,         406,        3000,            0,
01/02/2015,SHOO  ,             ,        3286,       23566,            0,
01/02/2015,SHOR  ,             ,        2120,       27254,            0,
01/02/2015,SHOS  ,             ,         413,        7370,            0,
01/02/2015,SHPG  ,             ,       34687,        9735,            0,
01/02/2015,SIAL  ,             ,        3829,       52050,            0,
01/02/2015,SIBC  ,             ,         850,           0,            0,
01/02/2015,SIEN  ,             ,         327,        4297,            0,
01/02/2015,SIFI  ,             ,           0,          16,            0,
01/02/2015,SIFY  ,             ,         213,        1440,            0,
01/02/2015,SIGA  ,             ,         400,         373,            0,
01/02/2015,SIGI  ,             ,        1675,       14490,            0,
01/02/2015,SIGM  ,             ,       14000,       11274,            0,
01/02/2015,SILC  ,             ,         344,           0,            0,
01/02/2015,SIMG  ,             ,        6027,       45723,            0,
01/02/2015,SIMO  ,             ,        2323,        2866,            0,
01/02/2015,SINA  ,             ,        9085,       38417,            0,
01/02/2015,SINO  ,             ,         915,           0,            0,
01/02/2015,SIRI  ,             ,      540959,      327822,            0,
01/02/2015,SIRO  ,             ,        2125,       15783,            0,
01/02/2015,SIVB  ,             ,        1958,       35675,            0,
01/02/2015,SIXD  ,             ,           2,           0,            0,
01/02/2015,SKBI  ,             ,         455,          48,            0,
01/02/2015,SKIS  ,             ,        4945,        1356,            0,
01/02/2015,SKUL  ,             ,         880,        8194,            0,
01/02/2015,SKYS  ,             ,         476,           0,            0,
01/02/2015,SKYW  ,             ,       11770,       17724,            0,
01/02/2015,SKYY  ,             ,         740,           0,            0,
01/02/2015,SLAB  ,             ,        3329,        9830,            0,
01/02/2015,SLB   ,             ,         200,           0,            0,
01/02/2015,SLCT  ,             ,        1000,         609,            0,
01/02/2015,SLGN  ,             ,        1908,       10353,            0,
01/02/2015,SLM   ,             ,        8824,      132598,            0,
01/02/2015,SLMAP ,             ,         200,           0,            0,
01/02/2015,SLMBP ,             ,          40,           0,            0,
01/02/2015,SLP   ,             ,           0,         100,            0,
01/02/2015,SLRC  ,             ,        2715,       11707,            0,
01/02/2015,SLVO  ,             ,         200,           0,            0,
01/02/2015,SLW   ,             ,         500,           0,            0,
01/02/2015,SLXP  ,             ,      111540,       24294,            0,
01/02/2015,SMBC  ,             ,           0,         300,            0,
01/02/2015,SMCI  ,             ,        5979,       23431,            0,
01/02/2015,SMED  ,             ,         152,          20,            0,
01/02/2015,SMFG  ,             ,         900,           0,            0,
01/02/2015,SMI   ,             ,        1300,           0,            0,
01/02/2015,SMMF  ,             ,         103,           0,            0,
01/02/2015,SMPL  ,             ,         200,         448,            0,
01/02/2015,SMRT  ,             ,         863,        5617,            0,
01/02/2015,SMSI  ,             ,         505,        1800,            0,
01/02/2015,SMT   ,             ,         140,         200,            0,
01/02/2015,SMTC  ,             ,        3246,       15938,            0,
01/02/2015,SMTP  ,             ,         100,           0,            0,
01/02/2015,SNAK  ,             ,         294,        5110,            0,
01/02/2015,SNBC  ,             ,         107,        1754,            0,
01/02/2015,SNC   ,             ,         427,        9646,            0,
01/02/2015,SNCR  ,             ,       22428,       11146,            0,
01/02/2015,SNDK  ,             ,       15631,       85361,            0,
01/02/2015,SNFCA ,             ,           0,         124,            0,
01/02/2015,SNHY  ,             ,        1573,        6080,            0,
01/02/2015,SNMX  ,             ,        3670,        9763,            0,
01/02/2015,SNPS  ,             ,        2308,       32725,            0,
01/02/2015,SNSS  ,             ,        2364,       14133,            0,
01/02/2015,SNTA  ,             ,        4322,       97142,            0,
01/02/2015,SOCL  ,             ,       10106,         850,            0,
01/02/2015,SODA  ,             ,        6314,       11367,            0,
01/02/2015,SOHO  ,             ,           0,        1100,            0,
01/02/2015,SOHU  ,             ,        2210,        7054,            0,
01/02/2015,SONA  ,             ,           0,          16,            0,
01/02/2015,SONC  ,             ,        6117,       15882,            0,
01/02/2015,SONS  ,             ,       45815,       62764,            0,
01/02/2015,SORL  ,             ,         134,           0,            0,
01/02/2015,SOXX  ,             ,         239,        1711,            0,
01/02/2015,SP    ,             ,         346,        1721,            0,
01/02/2015,SPAR  ,             ,         539,        4038,            0,
01/02/2015,SPCB  ,             ,        1210,         200,            0,
01/02/2015,SPDC  ,             ,        4132,        7459,            0,
01/02/2015,SPEX  ,             ,           0,       10100,            0,
01/02/2015,SPHS  ,             ,         988,        1300,            0,
01/02/2015,SPIL  ,             ,        5439,       15828,            0,
01/02/2015,SPKE  ,             ,          39,        1300,            0,
01/02/2015,SPLK  ,             ,        7051,       25309,            0,
01/02/2015,SPLS  ,             ,      145344,      373119,            0,
01/02/2015,SPNC  ,             ,        2079,        6960,            0,
01/02/2015,SPNS  ,             ,         802,        1516,            0,
01/02/2015,SPOK  ,             ,         562,        4481,            0,
01/02/2015,SPPI  ,             ,        8922,       32531,            0,
01/02/2015,SPPR  ,             ,         200,           0,            0,
01/02/2015,SPRO  ,             ,         200,           0,            0,
01/02/2015,SPRT  ,             ,        2221,        6474,            0,
01/02/2015,SPSC  ,             ,         474,        4904,            0,
01/02/2015,SPTN  ,             ,        3943,        6953,            0,
01/02/2015,SPWH  ,             ,        1061,        8712,            0,
01/02/2015,SPWR  ,             ,       10476,       32911,            0,
01/02/2015,SPY   ,             ,        1600,        6190,            0,
01/02/2015,SQBG  ,             ,         349,        6146,            0,
01/02/2015,SQBK  ,             ,        1206,        3646,            0,
01/02/2015,SQI   ,             ,        2548,        8942,            0,
01/02/2015,SQNM  ,             ,        8081,       48237,            0,
01/02/2015,SQQQ  ,             ,       10855,        3770,            0,
01/02/2015,SRCE  ,             ,         334,        3007,            0,
01/02/2015,SRCL  ,             ,        4721,       26833,            0,
01/02/2015,SRDX  ,             ,         614,        2124,            0,
01/02/2015,SREV  ,             ,       21724,       21372,            0,
01/02/2015,SRLP  ,             ,           0,         200,            0,
01/02/2015,SRNE  ,             ,        4375,       17278,            0,
01/02/2015,SRPT  ,             ,        3611,       22813,            0,
01/02/2015,SRSC  ,             ,          90,           0,            0,
01/02/2015,SSB   ,             ,         900,        4268,            0,
01/02/2015,SSBI  ,             ,           1,           0,            0,
01/02/2015,SSH   ,             ,        1050,         200,            0,
01/02/2015,SSNC  ,             ,        7791,       16865,            0,
01/02/2015,SSRG  ,             ,         579,        4400,            0,
01/02/2015,SSRI  ,             ,       15875,       21599,            0,
01/02/2015,SSYS  ,             ,        5063,       10067,            0,
01/02/2015,STAA  ,             ,        1319,        4026,            0,
01/02/2015,STB   ,             ,        6126,         523,            0,
01/02/2015,STBA  ,             ,         856,        3583,            0,
01/02/2015,STBZ  ,             ,         702,        5505,            0,
01/02/2015,STCK  ,             ,         205,        2040,            0,
01/02/2015,STEM  ,             ,       14699,       26700,            0,
01/02/2015,STFC  ,             ,         412,        3137,            0,
01/02/2015,STJ   ,             ,           2,           0,            0,
01/02/2015,STKL  ,             ,        8994,        3893,            0,
01/02/2015,STLD  ,             ,       29067,       75630,            0,
01/02/2015,STML  ,             ,        1607,        4078,            0,
01/02/2015,STMP  ,             ,         498,        2510,            0,
01/02/2015,STNR  ,             ,         547,        1386,            0,
01/02/2015,STR   ,             ,         300,           0,            0,
01/02/2015,STRA  ,             ,         510,        3881,            0,
01/02/2015,STRL  ,             ,         339,        5019,            0,
01/02/2015,STRS  ,             ,         100,           0,            0,
01/02/2015,STRT  ,             ,         220,        1048,            0,
01/02/2015,STRZA ,             ,        3692,       18202,            0,
01/02/2015,STX   ,             ,      293080,      124208,            0,
01/02/2015,STXS  ,             ,        4700,          24,            0,
01/02/2015,SUBK  ,             ,         200,        1033,            0,
01/02/2015,SUMR  ,             ,        2500,         600,            0,
01/02/2015,SUNS  ,             ,         642,        2432,            0,
01/02/2015,SUPN  ,             ,         772,       24765,            0,
01/02/2015,SURG  ,             ,        1242,        2400,            0,
01/02/2015,SUSQ  ,             ,       12714,       64768,            0,
01/02/2015,SUTR  ,             ,         200,         200,            0,
01/02/2015,SVA   ,             ,         623,        6722,            0,
01/02/2015,SVVC  ,             ,        1139,          56,            0,
01/02/2015,SWHC  ,             ,        8266,       31788,            0,
01/02/2015,SWIR  ,             ,       24064,       15770,            0,
01/02/2015,SWKS  ,             ,       36852,       73713,            0,
01/02/2015,SWN   ,             ,         200,           0,            0,
01/02/2015,SWSH  ,             ,           0,           8,            0,
01/02/2015,SWY   ,             ,          15,           0,            0,
01/02/2015,SYBT  ,             ,         329,        1886,            0,
01/02/2015,SYKE  ,             ,        1113,       12517,            0,
01/02/2015,SYMC  ,             ,       41429,      207531,            0,
01/02/2015,SYMX  ,             ,           0,        8600,            0,
01/02/2015,SYNA  ,             ,       14958,       25641,            0,
01/02/2015,SYNC  ,             ,        3950,        6700,            0,
01/02/2015,SYNL  ,             ,         200,         709,            0,
01/02/2015,SYNT  ,             ,         701,        8037,            0,
01/02/2015,SYPR  ,             ,         100,           0,            0,
01/02/2015,SYRX  ,             ,         316,        9800,            0,
01/02/2015,SYUT  ,             ,        2718,        1862,            0,
01/02/2015,SZMK  ,             ,        1283,        4718,            0,
01/02/2015,SZYM  ,             ,       19445,       71364,            0,
01/02/2015,TACT  ,             ,         100,           0,            0,
01/02/2015,TAPR  ,             ,         200,           0,            0,
01/02/2015,TASR  ,             ,       38877,       28677,            0,
01/02/2015,TAST  ,             ,         748,        4422,            0,
01/02/2015,TATT  ,             ,         644,           0,            0,
01/02/2015,TAX   ,             ,          68,        1434,            0,
01/02/2015,TAXI  ,             ,        1595,        8217,            0,
01/02/2015,TAYD  ,             ,           3,           0,            0,
01/02/2015,TBBK  ,             ,        4779,       15817,            0,
01/02/2015,TBK   ,             ,          96,         229,            0,
01/02/2015,TBNK  ,             ,         375,        1320,            0,
01/02/2015,TBPH  ,             ,         681,        7170,            0,
01/02/2015,TCAP  ,             ,          15,           0,            0,
01/02/2015,TCBI  ,             ,        2200,       10770,            0,
01/02/2015,TCBIP ,             ,         123,           0,            0,
01/02/2015,TCBK  ,             ,        1566,        5695,            0,
01/02/2015,TCPC  ,             ,        5834,       19838,            0,
01/02/2015,TCRD  ,             ,        4708,        9200,            0,
01/02/2015,TCX   ,             ,         115,         315,            0,
01/02/2015,TD    ,             ,         500,           0,            0,
01/02/2015,TDF   ,             ,           9,           0,            0,
01/02/2015,TDIV  ,             ,        2010,          56,            0,
01/02/2015,TEAR  ,             ,         300,         309,            0,
01/02/2015,TECD  ,             ,         512,       13256,            0,
01/02/2015,TECH  ,             ,         741,       13195,            0,
01/02/2015,TECU  ,             ,         489,        4500,            0,
01/02/2015,TEDU  ,             ,         800,         512,            0,
01/02/2015,TENX  ,             ,        2600,        3000,            0,
01/02/2015,TEO   ,             ,           0,         200,            0,
01/02/2015,TERP  ,             ,        5786,       21303,            0,
01/02/2015,TESO  ,             ,        2806,       17946,            0,
01/02/2015,TESS  ,             ,         421,         789,            0,
01/02/2015,TFM   ,             ,        6761,       10669,            0,
01/02/2015,TFSL  ,             ,         552,       28551,            0,
01/02/2015,TGA   ,             ,       15243,        5136,            0,
01/02/2015,TGE   ,             ,         300,        3400,            0,
01/02/2015,TGEN  ,             ,         100,           0,            0,
01/02/2015,TGTX  ,             ,        2559,        8476,            0,
01/02/2015,THFF  ,             ,         405,        3221,            0,
01/02/2015,THLD  ,             ,        4711,       16954,            0,
01/02/2015,THOR  ,             ,        3240,       78711,            0,
01/02/2015,THRM  ,             ,        4043,       18076,            0,
01/02/2015,THRX  ,             ,        4799,       55324,            0,
01/02/2015,THST  ,             ,          10,           0,            0,
01/02/2015,THTI  ,             ,          80,           0,            0,
01/02/2015,TICC  ,             ,       14498,       26943,            0,
01/02/2015,TILE  ,             ,        7192,       20629,            0,
01/02/2015,TINY  ,             ,         600,        7228,            0,
01/02/2015,TIP   ,             ,           2,           0,            0,
01/02/2015,TIPT  ,             ,          97,        1200,            0,
01/02/2015,TISA  ,             ,        1000,         100,            0,
01/02/2015,TISI  ,             ,           0,         100,            0,
01/02/2015,TITN  ,             ,        2358,        3591,            0,
01/02/2015,TIVO  ,             ,       16607,       29073,            0,
01/02/2015,TKAI  ,             ,       14284,        6850,            0,
01/02/2015,TKMR  ,             ,        9691,        6795,            0,
01/02/2015,TLF   ,             ,         130,           0,            0,
01/02/2015,TLMR  ,             ,         715,       19658,            0,
01/02/2015,TLOG  ,             ,        1660,        4961,            0,
01/02/2015,TM    ,             ,           2,           0,            0,
01/02/2015,TNAV  ,             ,        7785,       13613,            0,
01/02/2015,TNDM  ,             ,         230,        6810,            0,
01/02/2015,TNET  ,             ,        2529,           0,            0,
01/02/2015,TNGO  ,             ,        3090,       16712,            0,
01/02/2015,TNXP  ,             ,       15166,        2100,            0,
01/02/2015,TOPS  ,             ,        5750,         100,            0,
01/02/2015,TORM  ,             ,          25,           4,            0,
01/02/2015,TOUR  ,             ,        1228,         112,            0,
01/02/2015,TOWN  ,             ,        1542,       92773,            0,
01/02/2015,TQQQ  ,             ,       18195,        2507,            0,
01/02/2015,TRAK  ,             ,       12470,       18966,            0,
01/02/2015,TRC   ,             ,           0,          45,            0,
01/02/2015,TRCH  ,             ,       22467,         400,            0,
01/02/2015,TREE  ,             ,         494,        1755,            0,
01/02/2015,TRGT  ,             ,        1050,         480,            0,
01/02/2015,TRIB  ,             ,         825,        8266,            0,
01/02/2015,TRIL  ,             ,         500,         500,            0,
01/02/2015,TRIP  ,             ,       12493,       44758,            0,
01/02/2015,TRIV  ,             ,         393,        1200,            0,
01/02/2015,TRMB  ,             ,        6255,       41302,            0,
01/02/2015,TRMK  ,             ,        3745,       17701,            0,
01/02/2015,TRNX  ,             ,        2503,       12745,            0,
01/02/2015,TROV  ,             ,         100,        2400,            0,
01/02/2015,TROW  ,             ,       14154,       73451,            0,
01/02/2015,TRS   ,             ,        1458,        9141,            0,
01/02/2015,TRST  ,             ,       10677,       12550,            0,
01/02/2015,TRTLU ,             ,           0,           1,            0,
01/02/2015,TRUE  ,             ,        3423,       24372,            0,
01/02/2015,TRVN  ,             ,        1924,       12236,            0,
01/02/2015,TSC   ,             ,         680,        3381,            0,
01/02/2015,TSCO  ,             ,       18009,       52444,            0,
01/02/2015,TSEM  ,             ,       29865,        5000,            0,
01/02/2015,TSLA  ,             ,       17011,      143091,            0,
01/02/2015,TSRA  ,             ,        6838,       22642,            0,
01/02/2015,TSRE  ,             ,         533,        1904,            0,
01/02/2015,TSRI  ,             ,           1,           0,            0,
01/02/2015,TSRO  ,             ,        1404,        6390,            0,
01/02/2015,TST   ,             ,        1300,         242,            0,
01/02/2015,TSU   ,             ,         800,           0,            0,
01/02/2015,TSYS  ,             ,        1056,        6952,            0,
01/02/2015,TTEC  ,             ,         773,        2098,            0,
01/02/2015,TTEK  ,             ,        4309,       12936,            0,
01/02/2015,TTGT  ,             ,         508,       15560,            0,
01/02/2015,TTI   ,             ,         300,           0,            0,
01/02/2015,TTMI  ,             ,        1352,       46809,            0,
01/02/2015,TTOO  ,             ,        1610,        1855,            0,
01/02/2015,TTPH  ,             ,        2838,       13619,            0,
01/02/2015,TTS   ,             ,       11462,       16206,            0,
01/02/2015,TTWO  ,             ,        5781,       26243,            0,
01/02/2015,TUBE  ,             ,         579,        7800,            0,
01/02/2015,TUES  ,             ,        4836,       17827,            0,
01/02/2015,TVIX  ,             ,      294440,       44552,            0,
01/02/2015,TWER  ,             ,         892,        5400,            0,
01/02/2015,TWIN  ,             ,         162,        3269,            0,
01/02/2015,TWM   ,             ,           0,        3400,            0,
01/02/2015,TWMC  ,             ,           0,         100,            0,
01/02/2015,TWOU  ,             ,         342,        9062,            0,
01/02/2015,TXN   ,             ,       85004,      452077,            0,
01/02/2015,TXRH  ,             ,        4324,       13019,            0,
01/02/2015,TYPE  ,             ,         715,       15598,            0,
01/02/2015,TZOO  ,             ,         263,         812,            0,
01/02/2015,UACL  ,             ,         215,        2320,            0,
01/02/2015,UAE   ,             ,          40,           0,            0,
01/02/2015,UBFO  ,             ,           0,          14,            0,
01/02/2015,UBIC  ,             ,          17,           0,            0,
01/02/2015,UBNK  ,             ,        1030,        4617,            0,
01/02/2015,UBNT  ,             ,       19227,       16222,            0,
01/02/2015,UBSH  ,             ,        1118,        6582,            0,
01/02/2015,UBSI  ,             ,       13676,       13005,            0,
01/02/2015,UCBI  ,             ,        3464,       17169,            0,
01/02/2015,UCFC  ,             ,         841,        8044,            0,
01/02/2015,UCO   ,             ,        2000,           0,            0,
01/02/2015,UCTT  ,             ,        1287,        5122,            0,
01/02/2015,UDF   ,             ,         300,        3942,            0,
01/02/2015,UEIC  ,             ,         565,        2933,            0,
01/02/2015,UEPS  ,             ,        2835,        3185,            0,
01/02/2015,UFCS  ,             ,         568,        3348,            0,
01/02/2015,UFI   ,             ,           0,          86,            0,
01/02/2015,UFPI  ,             ,         697,        4342,            0,
01/02/2015,UFPT  ,             ,         355,         952,            0,
01/02/2015,UG    ,             ,         100,           0,            0,
01/02/2015,UGI   ,             ,           4,           0,            0,
01/02/2015,UGLD  ,             ,        5625,          31,            0,
01/02/2015,UHAL  ,             ,         139,        1042,            0,
01/02/2015,UHS   ,             ,           0,          62,            0,
01/02/2015,UHT   ,             ,           0,          15,            0,
01/02/2015,UIHC  ,             ,        2604,       13358,            0,
01/02/2015,ULBI  ,             ,        6500,         100,            0,
01/02/2015,ULTA  ,             ,        4664,       10795,            0,
01/02/2015,ULTI  ,             ,        1053,        6092,            0,
01/02/2015,ULTR  ,             ,        2380,        1401,            0,
01/02/2015,UMBF  ,             ,         942,        5904,            0,
01/02/2015,UMPQ  ,             ,       30539,       60585,            0,
01/02/2015,UNAM  ,             ,          37,           0,            0,
01/02/2015,UNFI  ,             ,        3950,       11992,            0,
01/02/2015,UNIS  ,             ,        3286,       21183,            0,
01/02/2015,UNP   ,             ,          14,           0,            0,
01/02/2015,UNTD  ,             ,         394,        1412,            0,
01/02/2015,UNXL  ,             ,         488,         800,            0,
01/02/2015,UPI   ,             ,           0,        3500,            0,
01/02/2015,UPIP  ,             ,      165031,       17540,            0,
01/02/2015,UPL   ,             ,         200,           0,            0,
01/02/2015,UPLD  ,             ,         250,         500,            0,
01/02/2015,URBN  ,             ,        7283,       37200,            0,
01/02/2015,URRE  ,             ,        1262,        4300,            0,
01/02/2015,USAK  ,             ,        1364,        3254,            0,
01/02/2015,USAP  ,             ,         370,         772,            0,
01/02/2015,USAT  ,             ,        1700,         300,            0,
01/02/2015,USATP ,             ,           2,           0,            0,
01/02/2015,USBI  ,             ,           4,           0,            0,
01/02/2015,USCR  ,             ,        3388,        5606,            0,
01/02/2015,USEG  ,             ,        4350,        6200,            0,
01/02/2015,USLM  ,             ,         335,         903,            0,
01/02/2015,USLV  ,             ,        3809,         738,            0,
01/02/2015,USTR  ,             ,        2903,        7708,            0,
01/02/2015,UTEK  ,             ,        2520,        9243,            0,
01/02/2015,UTHR  ,             ,        4071,       27152,            0,
01/02/2015,UTIW  ,             ,        7531,       49705,            0,
01/02/2015,UTMD  ,             ,         267,         332,            0,
01/02/2015,UTSI  ,             ,           0,          83,            0,
01/02/2015,UVSP  ,             ,        2052,        1332,            0,
01/02/2015,VA    ,             ,       22338,        8645,            0,
01/02/2015,VASC  ,             ,         453,        3990,            0,
01/02/2015,VBIV  ,             ,          60,           0,            0,
01/02/2015,VBR   ,             ,           0,           2,            0,
01/02/2015,VBTX  ,             ,         200,         500,            0,
01/02/2015,VCEL  ,             ,        2300,        2400,            0,
01/02/2015,VCIT  ,             ,       14849,         249,            0,
01/02/2015,VCLT  ,             ,        9205,         795,            0,
01/02/2015,VCSH  ,             ,       18967,         811,            0,
